Country Name,Country Code,Series Name,Series Code,2021Q1 [YR2021Q1],2021Q2 [YR2021Q2],2021Q3 [YR2021Q3],2021Q4 [YR2021Q4],2022Q1 [YR2022Q1],2022Q2 [YR2022Q2],2022Q3 [YR2022Q3],2022Q4 [YR2022Q4],2023Q1 [YR2023Q1],2023Q2 [YR2023Q2],2023Q3 [YR2023Q3],2023Q4 [YR2023Q4]
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, National Currency",DP.DOD.DLTC.CR.M1.GG,30372434702.9065,28029688513.5153,27406508882.2576,27985472187.4734,28299987770.0433,26467801298.5437,25360324504.0916,26739169662.5327,26340635413.9593,26907123597.6088,27566287432.1776,29146305864.9825
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",DP.DOD.DLTC.CR.M1.GG.CD,8902173367.84447,8869312575.36474,8776261365.68485,9034566217.85591,9123916057.06196,9036771927.46494,8944586452.59311,9896065752.23255,10288652192.6925,10278918094.3596,10292456991.1084,10837475223.4297
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, % of GDP",DP.DOD.DLCD.CR.M1.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, National Currency",DP.DOD.DLCD.CR.M1.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",DP.DOD.DLCD.CR.M1.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.GG.Z1,13.9638759979499,12.7605789478467,11.710957115564,11.6401812974977,11.6952328659174,11.1145180067256,11.1155917821203,11.0809682395101,10.6702357818319,11.2268242515115,11.4261119168228,11.7890386088429
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.GG,6995381395.28,6949226457.05,6722700000,7068400000,7435400000,7331000000,7709303193.18,8073600000,8050500000,8697410484.62,9043000000,9535300000
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.GG.CD,2050349225.01675,2198913540.3646,2152779565.488,2281895671.672,2397172960,2502987469.6804,2719071236.23459,2988008882.30936,3144525300,3322539091.92949,3376395490.31,3545512010.2244
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",DP.DOD.DLIN.CR.M1.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",DP.DOD.DLIN.CR.M1.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",DP.DOD.DLIN.CR.M1.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",DP.DOD.DLLO.CR.M1.GG.Z1,46.6642567631003,38.7091861218181,36.0312372717271,34.4460574493572,32.8181688439127,29.0132754909007,25.4499716139284,25.6183839430846,24.2419796718937,23.5055306578303,23.4047501125222,24.2462120017748
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, National Currency",DP.DOD.DLLO.CR.M1.GG,23377053307.6265,21080462056.4653,20683808882.2576,20917072187.4734,20864587770.0433,19136801298.5437,17651021310.9116,18665569662.5327,18290135413.9593,18209713112.9888,18523287432.1776,19611005864.9825
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, US$",DP.DOD.DLLO.CR.M1.GG.CD,6851824142.82772,6670399035.00014,6623481800.19685,6752670546.18391,6726743097.06196,6533784457.78454,6225515216.35852,6908056869.92319,7144126892.6925,6956379002.43014,6916061500.79845,7291963213.20531
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, % of GDP",DP.DOD.DLOA.CR.M1.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, National Currency",DP.DOD.DLOA.CR.M1.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, US$",DP.DOD.DLOA.CR.M1.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",DP.DOD.DLSD.CR.M1.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, National Currency",DP.DOD.DLSD.CR.M1.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",DP.DOD.DLSD.CR.M1.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",DP.DOD.DLTC.CR.L1.GG.Z1,2.56636677487424,2.1115532495733,2.04422392124838,2.46430465684276,1.90513073666386,1.92802047694251,1.74609612263116,1.88324077114831,1.34100573737809,2.15970111389842,2.11996839272259,2.37404620664213
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, National Currency",DP.DOD.DLTC.CR.L1.GG,1285654097.2618,1149921313.70974,1173491117.7424,1496427812.52659,1211212229.95668,1271698701.4563,1211018241.55258,1372130337.46726,1011764586.04074,1673118478.6416,1677812567.82238,1920194135.01747
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",DP.DOD.DLTC.CR.L1.GG.CD,376825755.882154,363864606.038986,375781709.515152,483092658.64609,390494822.938034,434189866.996856,427126133.795595,507820258.129993,395195247.307513,639155937.338651,626446841.488546,713986069.412278
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, % of GDP",DP.DOD.DLCD.CR.L1.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, National Currency",DP.DOD.DLCD.CR.L1.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",DP.DOD.DLCD.CR.L1.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",DP.DOD.DLIN.CR.L1.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",DP.DOD.DLIN.CR.L1.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",DP.DOD.DLIN.CR.L1.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",DP.DOD.DLLO.CR.L1.GG.Z1,2.56636677487424,2.1115532495733,2.04422392124838,2.46430465684276,1.90513073666386,1.92802047694251,1.74609612263116,1.88324077114831,1.34100573737809,2.15970111389842,2.11996839272259,2.37404620664213
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, National Currency",DP.DOD.DLLO.CR.L1.GG,1285654097.2618,1149921313.70974,1173491117.7424,1496427812.52659,1211212229.95668,1271698701.4563,1211018241.55258,1372130337.46726,1011764586.04074,1673118478.6416,1677812567.82238,1920194135.01747
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, US$",DP.DOD.DLLO.CR.L1.GG.CD,376825755.882154,363864606.038986,375781709.515152,483092658.64609,390494822.938034,434189866.996856,427126133.795595,507820258.129993,395195247.307513,639155937.338651,626446841.488546,713986069.412278
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, % of GDP",DP.DOD.DLOA.CR.L1.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, National Currency",DP.DOD.DLOA.CR.L1.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, US$",DP.DOD.DLOA.CR.L1.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Short-term, All instruments, Nominal Value, % of GDP",DP.DOD.DSTC.CR.GG.Z1,1.39932328217582,0.915346970540921,0.721658914027419,0.636412799717565,0.664753832955546,0.672084583162661,0.709017129044774,0.668035383539068,0.63209165202674,0.619666168607073,0.575049787710933,0.530279646397621
Georgia,GEO,"Gross PSD, General Gov., Short-term, All instruments, Nominal Value, National Currency",DP.DOD.DSTC.CR.GG,701008806.978236,498484701.286766,414269844.339576,386456200.17024,422626099.559066,443298762.589978,491744220.560208,486730974.76358,476901724.449768,480054814.350714,455113276.338006,428904822.527468
Georgia,GEO,"Gross PSD, General Gov., Short-term, All instruments, Nominal Value, US$",DP.DOD.DSTC.CR.GG.CD,205465975.74902,157733348.610629,132659743.182372,124759879.245555,136254654.497843,151353328.070869,173438186.591585,180137296.359576,186277813.570079,183388019.890484,169926176.468855,159479743.638302
Georgia,GEO,"Gross PSD, General Gov., Short-term, Currency and deposits, Nominal Value, % of GDP",DP.DOD.DSCD.CR.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Short-term, Currency and deposits, Nominal Value, National Currency",DP.DOD.DSCD.CR.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Short-term, Currency and deposits, Nominal Value, US$",DP.DOD.DSCD.CR.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.GG.Z1,1.16712178029218,0.71684162746047,0.534968826541374,0.459784197026392,0.496253862495217,0.518202462787995,0.551324055556538,0.524978987268704,0.513730002985909,0.501057400248767,0.456261087378604,0.41281973209995
Georgia,GEO,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.GG,584684509.45,390381566.81,307100000,279200000,315500000,341800000,382374990.49,382500000,387600000,388168709.93,361100000,333900000
Georgia,GEO,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.GG.CD,171371275.287289,123526743.368162,98341232.624,90134297.936,101717200,116699102.05112,134863659.145823,141561806.069576,151396560,148286172.681731,134824329.487,124154086.4172
Georgia,GEO,"Gross PSD, General Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",DP.DOD.DSIN.CR.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",DP.DOD.DSIN.CR.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",DP.DOD.DSIN.CR.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Short-term, Loans, Nominal Value, % of GDP",DP.DOD.DSLO.CR.GG.Z1,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Short-term, Loans, Nominal Value, National Currency",DP.DOD.DSLO.CR.GG,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Short-term, Loans, Nominal Value, US$",DP.DOD.DSLO.CR.GG.CD,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,"Gross PSD, General Gov., Short-term, Other accounts payable, Nominal Value, % of GDP",DP.DOD.DSOA.CR.GG.Z1,0.232201501883644,0.198505343080451,0.186690087486046,0.176628602691174,0.168499970460329,0.153882120374665,0.157693073488236,0.143056396270364,0.118361649040831,0.118608768358306,0.118788700332328,0.117459914297672
Georgia,GEO,"Gross PSD, General Gov., Short-term, Other accounts payable, Nominal Value, National Currency",DP.DOD.DSOA.CR.GG,116324297.528236,108103134.476766,107169844.339576,107256200.17024,107126099.559066,101498762.589978,109369230.070208,104230974.76358,89301724.449768,91886104.420714,94013276.338006,95004822.527468
Georgia,GEO,"Gross PSD, General Gov., Short-term, Other accounts payable, Nominal Value, US$",DP.DOD.DSOA.CR.GG.CD,34094700.4617309,34206605.2424669,34318510.5583722,34625581.3095547,34537454.4978429,34654226.0197491,38574527.4457624,38575490.2899995,34881253.5700794,35101847.208753,35101846.9818546,35325657.2211022
Georgia,GEO,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",DP.DOD.DLD1.CR.GG.Z1,64.3616213162166,54.2981599466985,50.3213871350808,49.010327600724,46.9147863089892,42.5740164373567,38.8629835742364,39.1075719410118,36.7669511940895,37.393113423489,37.4070915094463,38.8221165493599
Georgia,GEO,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, US$",DP.DOD.DLD1.CR.GG.CD,9450370399.01391,9356703924.77188,9250384307.824,9607793174.438,9616128080,9587660896.51292,9506576245.53453,10545447816.4321,10835244000,11066360204.38,11053728162.084,11675615379.2592
Georgia,GEO,"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",DP.DOD.DLD2.CR.GG.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, US$",DP.DOD.DLD2.CR.GG.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",DP.DOD.DLD2A.CR.GG.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, US$",DP.DOD.DLD2A.CR.GG.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",DP.DOD.DLD3.CR.GG.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, US$",DP.DOD.DLD3.CR.GG.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",DP.DOD.DLD4.CR.GG.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, US$",DP.DOD.DLD4.CR.GG.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",DP.DOD.DECD.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, National Currency",DP.DOD.DECD.CR.NF,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, US$",DP.DOD.DECD.CR.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",DP.DOD.DECN.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, National Currency",DP.DOD.DECN.CR.NF,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, US$",DP.DOD.DECN.CR.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",DP.DOD.DECX.CR.NF.Z1,11.7309928833834,8.6650789238788,9.49344083702928,8.87291115493334,7.1273948942081,7.49804882609464,6.54077275452404,6.13762359808955,5.59418484673702,5.56140957748705,5.56734232252734,5.60454290201211
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, National Currency",DP.DOD.DECX.CR.NF,5876790181.797,4718876467.62346,5449730033.61761,5387999001.44282,4531336195.1804,4945621205.60134,4536402673.89331,4471876176.38426,4220711334.73344,4308418915.70447,4406177445.93333,4533109077.5689
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, US$",DP.DOD.DECX.CR.NF.CD,1722489670.53658,1493173581.85072,1745142197.89641,1739410842.67521,1460902789.32616,1688559256.22778,1599989223.08217,1655024491.62998,1648609847.34688,1645879574.97811,1645139628.21574,1685546619.21259
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",DP.DOD.DECF.CR.NF.Z1,11.7309928833834,8.6650789238788,9.49344083702928,8.87291115493334,7.1273948942081,7.49804882609464,6.54077275452404,6.13762359808955,5.59418484673702,5.56140957748705,5.56734232252734,5.60454290201211
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, National Currency",DP.DOD.DECF.CR.NF,5876790181.797,4718876467.62346,5449730033.61761,5387999001.44282,4531336195.1804,4945621205.60134,4536402673.89331,4471876176.38426,4220711334.73344,4308418915.70447,4406177445.93333,4533109077.5689
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, US$",DP.DOD.DECF.CR.NF.CD,1722489670.53658,1493173581.85072,1745142197.89641,1739410842.67521,1460902789.32616,1688559256.22778,1599989223.08217,1655024491.62998,1648609847.34688,1645879574.97811,1645139628.21574,1685546619.21259
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",DP.DOD.DECT.CR.NF.Z1,11.7309928833834,8.6650789238788,9.49344083702928,8.87291115493334,7.1273948942081,7.49804882609464,6.54077275452404,6.13762359808955,5.59418484673702,5.56140957748705,5.56734232252734,5.60454290201211
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, National Currency",DP.DOD.DECT.CR.NF,5876790181.797,4718876467.62346,5449730033.61761,5387999001.44282,4531336195.1804,4945621205.60134,4536402673.89331,4471876176.38426,4220711334.73344,4308418915.70447,4406177445.93333,4533109077.5689
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, US$",DP.DOD.DECT.CR.NF.CD,1722489670.53658,1493173581.85072,1745142197.89641,1739410842.67521,1460902789.32616,1688559256.22778,1599989223.08217,1655024491.62998,1648609847.34688,1645879574.97811,1645139628.21574,1685546619.21259
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Currency and deposits, Nominal Value, % of GDP",DP.DOD.DLCD.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Currency and deposits, Nominal Value, National Currency",DP.DOD.DLCD.CR.NF,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Currency and deposits, Nominal Value, US$",DP.DOD.DLCD.CR.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.NF,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.NF.Z1,5.4283774269811,3.20182404180922,2.94872967714509,2.5657633499586,2.13899717024815,1.94712508889947,1.63370082507347,1.63185026236959,1.47363873596032,1.45902134222344,1.49062575024741,1.5373819276983
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.NF,2719414757.3952,1743666994.50687,1692724583.04862,1558037731.48672,1359895928.70886,1284299869.60158,1133065628.38144,1188967064.3844,1111833785.72088,1130302500.05294,1179730144.21826,1243476960.38468
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.NF.CD,797061607.546731,551740972.582385,542053474.405561,502982224.517742,438430447.415737,438492222.196825,399632247.130134,440032222.199994,434282276.702576,431792226.982099,440477224.23104,462362222.214426
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, % of GDP",DP.DOD.DLIN.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",DP.DOD.DLIN.CR.NF,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",DP.DOD.DLIN.CR.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, % of GDP",DP.DOD.DLLO.CR.NF.Z1,6.30261545640234,5.46325488206958,6.5447111598842,6.30714780497473,4.98839772395994,5.55092373719517,4.90707192945057,4.50577333571997,4.12054611077669,4.10238823526362,4.07671657227993,4.06716097431381
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, National Currency",DP.DOD.DLLO.CR.NF,3157375424.4018,2975209473.11659,3757005450.56899,3829961269.9561,3171440266.47154,3661321335.99976,3403337045.51187,3282909111.99986,3108877549.01256,3178116415.65154,3226447301.71507,3289632117.18422
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, US$",DP.DOD.DLLO.CR.NF.CD,925428062.989846,941432609.268331,1203088723.49085,1236428618.15746,1022472341.91042,1250067034.03095,1200356975.95204,1214992269.42998,1214327570.64431,1214087347.99602,1204662403.9847,1223184396.99816
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, % of GDP",DP.DOD.DLOA.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, National Currency",DP.DOD.DLOA.CR.NF,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Other accounts payable, Nominal Value, US$",DP.DOD.DLOA.CR.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, % of GDP",DP.DOD.DLSD.CR.NF.Z1,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, National Currency",DP.DOD.DLSD.CR.NF,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., All maturities, Special Drawing Rights, Nominal Value, US$",DP.DOD.DLSD.CR.NF.CD,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",DP.DOD.DLTC.CR.NF.Z1,11.7309928833834,8.6650789238788,9.49344083702928,8.87291115493334,7.1273948942081,7.49804882609464,6.54077275452404,6.13762359808955,5.59418484673702,5.56140957748705,5.56734232252734,5.60454290201211
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, National Currency",DP.DOD.DLTC.CR.NF,5876790181.797,4718876467.62346,5449730033.61761,5387999001.44282,4531336195.1804,4945621205.60134,4536402673.89331,4471876176.38426,4220711334.73344,4308418915.70447,4406177445.93333,4533109077.5689
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, US$",DP.DOD.DLTC.CR.NF.CD,1722489670.53658,1493173581.85072,1745142197.89641,1739410842.67521,1460902789.32616,1688559256.22778,1599989223.08217,1655024491.62998,1648609847.34688,1645879574.97811,1645139628.21574,1685546619.21259
Georgia,GEO,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",DP.DOD.DLTC.CR.M1.NF.Z1,11.7309928833834,8.6650789238788,9.49344083702928,8.87291115493334,7.1273948942081,7.49804882609464,6.54077275452404,6.13762359808955,5.59418484673702,5.56140957748705,5.56734232252734,5.60454290201211
